,0,1,2,3
1141,KWAKIRKL81,Moss Bay,Kirkland,Netatmo
1142,KWAKIRKL84,Redmond,Kirkland,Netatmo
1143,KWAKIRKL86,Kirkland,Kirkland,Netatmo
1144,KWAKIRKL94,Houghton,Kirkland,AcuRite Pro Weather Center
1145,KWAKIRKL89,North Rose Hill near 85th,Kirkland,Netatmo Weather Station
1146,KWAKIRKL46,North Rose Hill,Kirkland,Ambient Weather WS-1400-IP (Wireless)
1147,KWAKIRKL54,Kirkland Norkirk,Kirkland,Ambient Weather WS-1400-IP (Wireless)
1148,KWAKIRKL53,Holmes Point Dr,Kirkland,AcuRite Pro Weather Center
1149,KWAKIRKL39,Holmes Point,Kirkland,Ambient Weather WS-1400-IP (Wireless)
1150,KWAKIRKL90,North Rose Hill,Kirkland,Davis Vantage Pro2 Plus (Cabled)
1151,KWAKIRKL36,Lake Washington Institute of Tech,Kirkland,Davis Vantage Pro2 (Wireless)
1152,KWAKIRKL28,West of Market,Kirkland,Davis Vantage Pro 2
1153,KWAKIRKL63,Finn Hill Too,Kirkland,AcuRite Pro Weather Center
1154,KWAKIRKL23,Motor Vessel Summer Wind on Lake Washington,Kirkland,Lacrosse Technology WS-2812U-IT
1155,KWAKIRKL98,Holmes Point,Kirkland,Ambient Weather WS-1400-IP (Wireless)
1156,KWALACEN10,North Clark County,La Center,AcuRite Pro Weather Center
1157,KWALACEN6,La center country living,La Center,Ambient Weather WS-1001-WiFi (Wireless)
1158,KWALACEN3,La Center Weather,La Center,
1159,KWALACEN11,Northeast 359th Street,La Center,Netatmo
1160,KWALACEN2,Windyplace,La Center,Ambient Weather WS-1000 (Wireless)
1161,KWALACEN16,Northridge Estates,La Center,AcuRite Pro Weather Center
1162,KWALACEN18,Highland Acres,La Center,Ambient Weather WS-900-IP (Wireless)
1163,KWALACON3,SkagitBay,La Conner,AcuRite Pro Weather Center
1164,KWALACON6,Shelter Bay,La Conner,AcuRite Pro Weather Center
1165,KWALACEN4,View,LaCenter,Davis Instruments 6163 Vantage Pro 2 Plus
1166,KWAOLYMP63,Campus Meadows,Lacey,
1167,KWALACEY35,Lakepointe,Lacey,Ambient Weather WS-1001-WiFi (Wireless)
1168,KWALACEY29,Park Place,Lacey,AcuRite Pro Weather Center
1169,KWALACEY15,Shock,Lacey,AcuRite Pro Weather Center
1170,KWALACEY18,15th Avenue Southeast,Lacey,Netatmo
1171,KWALACEY19,Golden Eagle Loop Southeast,Lacey,Netatmo
1172,KWALACEY32,Oxford Loop Southeast,Lacey,Netatmo
1173,KWALACEY6,Beautiful Downtown Lacey,Lacey,Davis Vantage Pro2
1174,KWALACEY14,"Amongst the Lakes of Lacey, Washington",Lacey,Ambient Weather WS-2090 (Wireless)
1175,KWALACEY39,"Lacey, WA - Montclair",Lacey,AcuRite Pro Weather Center
1176,KWALACEY36,Wonderwood Park/Brentwood area,Lacey,AcuRite Pro Weather Center
1177,KWALACEY37,Kensington,Lacey,AcuRite Pro Weather Center
1178,KWALACEY34,Westminster Estates,Lacey,Ambient Weather WS-1200-IP (Wireless)
1179,KWALACKA2,Home Port Marina,Lackawanna Beach,Rainwise MK-III
1180,KWALACRO2,Lacrosse-Hill St,LaCrosse,
1181,KWALAKEF10,Lake Forest Park,Lake Forest Park,Ambient Weather WS-1001-WiFi (Wireless)
1182,KWALAKEF4,Sheridan Beach,Lake Forest Park,Ambient Weather WS-1001-WiFi (Wireless)
1183,KWALAKEF13,North Lake Forest Park,Lake Forest Park,AcuRite Pro Weather Center
1184,KWALAKEF6,Lake Forest Park,Lake Forest Park,Davis Vantage Vue (Wireless)
1185,KWALAKEF8,37th Avenue Northeast,Lake Forest Park,Netatmo
1186,KWALAKEF9,Lake Forest Park,Lake Forest Park,AcuRite Pro Weather Center
1187,KWALAKEF14,LFP Moogleville,Lake Forest Park,Davis Vantage Pro2 (Cabled)
1188,KWAARLIN23,Lake Ki,Lake Ki,Vantage Pro2
1189,KWALAKES21,Hills Division 2,Lake Stevens,Ambient Weather WS-1400-IP (Wireless)
1190,KWALAKES27,Crosswater,Lake Stevens,AcuRite Pro Weather Center
1191,KWALAKES36,Mission Ridge,Lake Stevens,AcuRite Pro Weather Center
1192,KWALAKES12,,Lake Stevens,Davis Vantage PRO2
1193,KWALAKES5,"Lake Stevens WA 98258, 1mi south of Frontier Village",Lake Stevens,Oregon Scientific/WMR968
1194,KWALAKES38,Getchell,Lake Stevens,Bloomsky
1195,KWALAKES22,4th Place Southeast,Lake Stevens,Netatmo
1196,KWALAKES34,Lake Stevens,Lake Stevens,Netatmo
1197,KWALAKES33,Pasadera Heights,Lake Stevens,AcuRite Pro Weather Center
1198,KWALAKES16,Catherine Creek,Lake Stevens,Ambient Weather WS-1001-WiFi (Wireless)
1199,KWALAKES32,Lakeview Crest,Lake Stevens,AcuRite Pro Weather Center
1200,KWALAKES40,Lake Stevens SW,Lake Stevens,AcuRite Pro Weather Center
1201,KWALAKES14,Green View Ridge,Lake Stevens,Davis Vantage Pro 2 Plus
1202,KWALAKET3,Quiet Water,Lake Tapps,Davis Vantage Pro2 (Wireless)
1203,KWALAKET7,Lake Tapps,Lake Tapps,AcuRite Pro Weather Center
1204,KWALAKEW3,Lake Wenatchee North Shore Drive,Lake Wenatchee,Oregon Scientific 968
1205,KWALAKEB12,East Herron Island,Lakebay,AcuRite Pro Weather Center
1206,KWALAKEB8,Von Geldern Cove,Lakebay,AcuRite Pro Weather Center
1207,KWALAKEB6,Driftwood Point,Lakebay,AcuRite Pro Weather Center
1208,KWALAKEW22,St Andrews Way,Lakeway,WeatherFlow
1209,KWALAKEW13,central,Lakewood,Davis pro
1210,KWALAKEW11,Ft Steilacoom Disc Golf Course - Oakbrook,Lakewood,Vantage vue
1211,KWALAKEW15,FairWay Lakewood,Lakewood,AcuRite Pro Weather Center
1212,KWALAKEW14,Tacoma-L St,Lakewood,
1213,KWALAKEW20,Hillgrove South West,Lakewood,Ambient Weather WS-1001-WiFi (Wireless)
1214,KWATACOM3,Lake City,Lakewood,Davis Vantage Pro
1215,KWALAKEW21,"Lakewood, Madronna",Lakewood,Ambient Weather WS-1001-WiFi (Wireless)
1216,KWALAKEW18,Tillicum,Lakewood,Ambient Weather WS-1001-WiFi (Wireless)
1217,KWALANGL18,Bearberry Lane,Langley,Ambient Weather WS-1001-WiFi (Wireless)
1218,KWALANGL6,Welcome Road,Langley,AcuRite Pro Weather Center
1219,KWALANGL14,Bells Beach,Langley,Davis Vantage Vue (Wireless)
1220,KWALANGL10,Fox Spit,Langley,AcuRite Pro Weather Center
1221,KWALANGL5,Upper Langley - Flying Bear Farm,Langley,Ambient Weather WS-1400-IP (Wireless)
1222,KWALANGL17,Useless Bay Colony,Langley,AcuRite Pro Weather Center
1223,KWALANGL9,Thompson Road,Langley,AcuRite Pro Weather Center
1224,KWALEAVE13,Ski View Condos,Leavenworth,Ambient Weather WS-1001-WiFi (Wireless)
1225,KWALEAVE30,Hale O Kekoa,Leavenworth,AcuRite Pro Weather Center
1226,KWALEAVE29,Ski Hill Haus,Leavenworth,AcuRite Pro Weather Center
1227,KWALEAVE20,Natapoc Lodge,Leavenworth,Davis Vantage Pro2 (Cabled)
1228,KWALEAVE10,"Mountain Home Lodge Leavenworth, WA",Leavenworth,Davis Vantage Pro2 (Cabled)
1229,KWALEAVE21,Shugart Flats,Leavenworth,Davis Vantage Pro2 (Cabled)
1230,KWALEAVE2,Little Chumstick Creek,Leavenworth,Oregon Scientific WMR-968
1231,KWALEAVE18,Lake Wenatchee,Leavenworth,Davis Vantage Pro2 (Cabled)
1232,KWALEAVE12,Stevens Road,Leavenworth,Netatmo
1233,KWALEAVE14,Icicle Road,Leavenworth,Netatmo
1234,KWALEAVE15,Lake Wenatchee,Leavenworth,Weatherflow
1235,KWALEAVE27,West Street,Leavenworth,Netatmo
1236,KWALEAVE33,Leavenworth,Leavenworth,Netatmo
1237,KWALEAVE9,Leavenworth-Evans St,Leavenworth,
1238,KWALEAVE28,Plain/Bretz,Leavenworth,Ambient Weather WS-1200-IP (Wireless)
1239,KWALEAVE34,"Idlewild, Leavenworth, WA",Leavenworth,Ambient Weather WS-900-IP (Wireless)
1240,KWALIBER12,The Cottages at Meadowwood,Liberty Lake,AcuRite Pro Weather Center
1241,KWALIBER17,Legacy Ridge,Liberty Lake,AcuRite Pro Weather Center
1242,KWALIBER9,Trailhead Golf Course,Liberty Lake,Davis Vantage Pro2 (Cabled)
1243,KWALIBER8,Liberty Lake,Liberty Lake,Davis Vantage Vue
1244,KWALIBER14,Half Moon Park - OurWeather,Liberty Lake,other
1245,KWALIBER15,Half Moon Park - OurWeather - Solar WXLink,Liberty Lake,other
1246,KWALINCO10,Spokane,Lincoln Heights,Netatmo
1247,KWALIND2,South Side,Lind,AcuRite Pro Weather Center
1248,KWAPOULS5,Lofall Weather Station,Lofall,Davis II
1249,KWALONGB13,"Oceanside, WA",Long Beach,AcuRite Pro Weather Center
1250,KWALONGB2,81st and Sandridge Rd,Long Beach,Davis Vantage Pro2 6163
1251,KWALONGB7,Long Beach,Long Beach,Davis Vantage Pro2 (Wireless)
1252,KWALONGB12,Oceanside,Long Beach,AcuRite Pro Weather Center
1253,KWALONGB5,Sandridge,Long Beach,Davis Monitor II
1254,KWALONGB9,Long Beach WA,Long Beach,Davis Vantage Pro2 (Wireless)
1255,KWALONGV26,Oak Point,Longview,Ambient Weather WS-1001-WiFi (Wireless)
1256,KWALONGV29,Old West Side,Longview,AcuRite Pro Weather Center
1257,KWALONGV17,Lone Oak,Longview,Ambient Weather WS-1400-IP (Wireless)
1258,KWALONGV33,Mountain Top Fortress,Longview,AcuRite Pro Weather Center
1259,KWALONGV22,Island Dr,Longview,Davis Vantage Pro2 (Wireless)
1260,KWALONGV32,Beacon Hill,Longview,AcuRite Pro Weather Center
1261,KWALONGV31,Coal Creek Crest,Longview,AcuRite Pro Weather Center
1262,KWALONGV12,Columbia Heights - Parke Lane area,Longview,Davis Vantage Pro2
1263,KWALONGV21,Longview-30th Ave,Longview,
1264,KWALONGV25,Spruce Creek,Longview,AcuRite Pro Weather Center
1265,KWALONGV36,West Longview,Longview,AcuRite Pro Weather Center
1266,KWALONGV24,West Beacon Hill,Longview,AcuRite Pro Weather Center
1267,KWALONGV23,West Longview,Longview,Ambient Weather WS-1001-WiFi (Wireless)
1268,KWALONGV27,Germany Creek Overlook,Longview,Ambient Weather WS-1400-IP (Wireless)
1269,KWALONGV37,Oak Street and 36th,Longview,Davis Vantage Pro2 (Wireless)
1270,KWALOOMI2,Sinlahekin Wildlife Area,Loomis,
1271,KWALOONL3,Deer Lake,Loon Lake,Ambient Weather WS-900-IP (Wireless)
1272,KWALOPEZ18,Richardson,Lopez Island,Ambient Weather WS-1200-IP (Wireless)
1273,KWALOPEZ4,SHARK REEF,Lopez Island,AcuRite Pro Weather Center
1274,KWALOPEZ14,Lopez Island,Lopez Island,Ambient Weather WS-1400-IP (Wireless)
1275,KWALOPEZ2,Swift Bay Lopez Island,Lopez Island,Davis Vantage Pro2 Plus (Wireless)
1276,KWALOPEZ1,"Lopez Island, WA",Lopez Island,Rain Wise MKIII
1277,KWALUMMI2,"Lummi Island, WA",Lummi Island,Davis Vantage Vue (Wireless)
1278,KWALUMMI11,Sunny Hill Area,Lummi Island,Ambient Weather WS-1001-WiFi (Wireless)
1279,KWALYLE5,High Prairie Road,Lyle,Davis Vantage Vue (Wireless)
1280,KWALYLE9,Club Shred,Lyle,Ambient Weather WS-1000 (Wireless)
1281,KWALYLE10,Dougs 57A,Lyle,Weatherflow
1282,KWALYLE13,High Prairie Point,Lyle,Davis Vantage Pro2 Plus (Wireless)
1283,KWALYLE7,Lyleland,Lyle,Davis Vantage Pro2 (Wireless)
1284,KWALYLE8,High Prairie - Deerfield,Lyle,Davis Vantage Vue (Wireless)
1285,KWALYLE4,High Prairie,Lyle,Oregon Scientific
1286,KWALYNDE1,,Lynden,Davis Weather Monitor II
1287,KWALYNDE20,Badger and Depot,Lynden,AcuRite Pro Weather Center
1288,KWALYNDE21,East Laurel Road,Lynden,other
1289,KWALYNDE19,East Lynden,Lynden,Ambient Weather WS-1001-WiFi (Wireless)
1290,KWALYNDE22,H Street,Lynden,Ambient Weather WS-1001-WiFi (Wireless)
1291,KWALYNNW46,Ashwood Condominiums,Lynnwood,AcuRite Pro Weather Center
1292,KWALYNNW49,Lynnwood Westside 38 Pl,Lynnwood,Ambient Weather WS-900-IP (Wireless)
1293,KWALYNNW15,Meadowdale,Lynnwood,AcuRite Pro Weather Center
1294,KWALYNNW54,Lynnwood,Lynnwood,AcuRite Pro Weather Center
1295,KWALYNNW55,Woodland Place,Lynnwood,other
1296,KWALYNNW34,Scriber Lake,Lynnwood,Davis Vantage Pro2 (Cabled)
1297,KWALYNNW36,Alderwood Manor,Lynnwood,AcuRite Pro Weather Center
1298,KWALYNNW47,Woodgate,Lynnwood,AcuRite Pro Weather Center
1299,KWALYNNW26,210th Place Southwest,Lynnwood,Netatmo
1300,KWALYNNW28,70th Avenue West,Lynnwood,Netatmo
1301,KWALYNNW29,12th Avenue West,Lynnwood,Netatmo
1302,KWALYNNW42,Lynnwood,Lynnwood,Netatmo
1303,KWALYNNW48,Brier,Lynnwood,AcuRite Pro Weather Center
1304,KWALYNNW39,Alderwood Manor,Lynnwood,Ambient Weather WS-1001-WiFi (Wireless)
1305,KWALYNNW9,Logan Rd -- Fox Creek,Lynnwood,Lacrosse
1306,KWALYNNW38,Alder Way,Lynnwood,AcuRite Pro Weather Center
1307,KWALYNNW44,Martha Lake Airport,Lynnwood,Ambient Weather WS-1200-IP (Wireless)
1308,KWAMABTO1,Mabton 2 SE,Mabton,Vantage Pro
1309,KWAMABTO6,Mabton 3 E,Mabton,AcuRite Pro Weather Center
1310,KWAMABTO3,Mabton Wa,Mabton,Ambient Weather WS-1200-IP (Wireless)
1311,KWAMABTO4,"Birdlebough Farms, Mabton WA 98935",Mabton,AcuRite Pro Weather Center
1312,KWAMACHI1,North Machias Ridge,Machias,Davis Vantage Pro
1313,KWAMALAG3,Malaga Heights,Malaga,Ambient Weather WS-1400-IP (Wireless)
1314,KWAMALAG5,Three Lakes,Malaga,Ambient Weather WS-900-IP (Wireless)
1315,KWAMANSO6,"Manson, WA",Manson,Davis Vantage Pro2 (Wireless)
1316,KWAMAPLE24,Maple Falls-Silver Lake Road,Maple Falls,Oregon Scientific WMR968
1317,KWAMAPLE65,Peaceful Valley 2,Maple Falls,AcuRite Pro Weather Center
1318,KWAMAPLE77,Limestone Junction,Maple Falls,AcuRite Pro Weather Center
1319,KWAMAPLE68,Silver Lake &amp; Black Mtn Rds,Maple Falls,RainWise MK-III-LR
1320,KWAMAPLE59,"Div 7-8, Paradise Lakes",Maple Falls,AcuRite Pro Weather Center
1321,KWAMAPLE82,Pebble Creek,Maple Valley,AcuRite Pro Weather Center
1322,KWAMAPLE42,Cedar Grove Composting - MV,Maple Valley,Davis Vantage Pro2 (Cabled)
1323,KWAMAPLE45,Glacier Valley,Maple Valley,AcuRite Pro Weather Center
1324,KWAMAPLE32,W7GPL,Maple Valley,Davis Vantage Pro2 (Wireless)
1325,KWAMAPLE39,Maple Valley / Black Diamond,Maple Valley,Oregon Scientific Professional Weather Center
1326,KWAMAPLE12,South Cherokee Bay Park,Maple Valley,Davis Vantage Pro2
1327,KWAMAPLE48,Valley Green,Maple Valley,AcuRite Pro Weather Center
1328,KWAMAPLE56,Wilderness Grove,Maple Valley,Ambient Weather WS-1400-IP (Wireless)
1329,KWAMAPLE41,Woodridge Community,Maple Valley,AcuRite Pro Weather Center
1330,KWAMAPLE81,KI7GNH Cherkee Bay,Maple Valley,Ambient Weather WS-1001-WiFi (Wireless)
1331,KWAMAPLE70,Maple Woods - Slide Park Area,Maple Valley,AcuRite Pro Weather Center
1332,KWAMAPLE50,232nd Place Southeast,Maple Valley,Netatmo
1333,KWAMAPLE69,Maple Valley,Maple Valley,Netatmo
1334,KWAMAPLE57,Katesridge,Maple Valley,Ambient Weather WS-1200-IP (Wireless)
1335,KWAMAPLE18,Maple Woods,Maple Valley,Ambient Weather WS-1400-IP (Wireless)
1336,KWAMAPLE54,200th,Maple Valley,AcuRite Pro Weather Center
1337,KWAMAPLE30,SE 238th Street,Maple Valley,Davis Vantage Pro2
1338,KWAMAPLE79,Valley Green 2,Maple Valley,AcuRite Pro Weather Center
1339,KWAMAPLE47,Lake Webster,Maple Valley,Davis Vantage Pro2 (Wireless)
1340,KWAMAPLE78,C Bay,Maple Valley,AcuRite Pro Weather Center
1341,KWAMAPLE55,Glacier Point,Maple Valley,Davis Vantage Vue (Wireless)
1342,KWAMAPLE63,Our Community Weather Station,Maple Valley,AcuRite Pro Weather Center
1343,KWAMAPLE66,Maple Woods,Maple Valley,AcuRite Pro Weather Center
1344,KWAMARBL2,MARBLEGATE,Marblemount,Davis Vantage Pro2 (Wireless)
1345,KWAMARRO3,Marrowstone Point Light,Marrowstone,Weatherflow
1346,KWAMARYS31,Sunnyside Vista,Marysville,Ambient Weather WS-1400-IP (Wireless)
1347,KWAMARYS21,NE Marysville,Marysville,AcuRite Pro Weather Center
1348,KWAMARYS36,Spook Woods,Marysville,AcuRite Pro Weather Center
1349,KWAMARYS45,Cedar Hills above Foothills Park,Marysville,AcuRite Pro Weather Center
1350,KWAMARYS52,Sunnyside Ridge,Marysville,other
1351,KWAMARYS40,Copper Creek,Marysville,AcuRite Pro Weather Center
1352,KWAMARYS37,Harborview,Marysville,Bloomsky
1353,KWAMARYS56,Spizzo,Marysville,AcuRite Pro Weather Center
1354,KWAMARYS10,West of MPHS,Marysville,Davis Vantage Vue
1355,KWAMARYS9,Cedarcrest,Marysville,
1356,KWAMARYS69,Tulalip,Marysville,AcuRite Pro Weather Center
1357,KWAMARYS33,Bayridge Heights,Marysville,AcuRite Pro Weather Center
1358,KWAMARYS76,Marysville Manor,Marysville,Bloomsky
1359,KWAMARYS18,Marysville-7th Ave,Marysville,
1360,KWAMARYS22,75th Drive Northeast,Marysville,Netatmo
1361,KWAMARYS27,125th Place Northeast,Marysville,Netatmo
1362,KWAMARYS26,"Wiskey Ridge, Marysville, WA",Marysville,Ambient Weather WS-1200-IP (Wireless)
1363,KWAMARYS38,Sunset Ridge,Marysville,Ambient Weather WS-1001-WiFi (Wireless)
1364,KWAMARYS25,"55 Marysville, WA",Marysville,Ambient Weather WS-1001-WiFi (Wireless)
1365,KWAMARYS35,Copper Creek,Marysville,AcuRite Pro Weather Center
1366,KWAMARYS34,Brookwood Heights,Marysville,AcuRite Pro Weather Center
1367,KWAMARYS49,De Tuinen,Marysville,Ambient Weather WS-1200-IP (Wireless)
1368,KWAMARYS74,Rivers Inlet,Marysville,Ambient Weather WS-900-IP (Wireless)
1369,KWAMARYS43,Spee Bi Dah,Marysville,AcuRite Pro Weather Center
1370,KWAMARYS19,Kellog Marsh,Marysville,AcuRite Pro Weather Center
1371,KWAMARYS48,Meadowood Neighborhood,Marysville,AcuRite Pro Weather Center
1372,KWAMARYS39,Griffin's wood,Marysville,AcuRite Pro Weather Center
1373,KWAMARYS42,Marysville,Marysville,AcuRite Pro Weather Center
1374,KWAMATTA3,Desert Aire (Airport),Mattawa,Ambient Weather WS-900-IP (Wireless)
1375,KWAOLYMP3,Maytown Weather Village,Maytown-Tenino,Oregon Scientific WMR-968
1376,KWAMAZAM3,Mazama,Mazama,Netatmo
1377,KWAMCCLE9,Near Bears Den,McCleary,AcuRite Pro Weather Center
1378,KWAMCKEN2,McKenna,McKenna,Davis Vantage Pro2 (Cabled)
1379,KWAMEAD6,Peone Prairie,Mead,AcuRite Pro Weather Center
1380,KWAMEAD5,Spokane-Greenbluff Rd (SOS),Mead,
1381,KWAMEAD8,Fitness Fanatics at Mt Spokane Nordic Area,Mead,AcuRite Pro Weather Center
1382,KWAMEAD1,Mead Airport,Mead Airport,Ambient Weather WS-1400-IP (Wireless)
1383,KWAMEDIC2,Craig Rd / White Rd,Medical Lake,Ambient Weather WS-1001-WiFi (Wireless)
1384,KWAMEDIC7,Medical Lake,Medical Lake,Netatmo
1385,KWAMEDIC5,Medical Lake Silver Lake,Medical Lake,Davis Vantage Pro2 (Wireless)
1386,KWAMEDIC3,In town,Medical Lake,AcuRite Pro Weather Center
1387,KWAMEDIN3,Madison Park,Medina,Netatmo
1388,KWAMEDIN2,Medina,Medina,Davis Vantage Vue (Wireless)
1389,KWAMERCE5,74th Avenue Southeast,Mercer Island,Netatmo
1390,KWAMERCE7,Southeast 53rd Place,Mercer Island,Netatmo
1391,KWAMERCE12,South Ellis Pond on Mercer Island,Mercer Island,Ambient Weather WS-1001-WiFi (Wireless)
1392,KWAMERCE11,Mercer Island - Avalon Park,Mercer Island,AcuRite Pro Weather Center
1393,KWAMESA2,Mesa-Pepoit Way,Mesa,
1394,KWAMICA3,Mica,Mica,AcuRite Pro Weather Center
1395,KWAMILLC17,Silver Firs,Mill Creek,other
1396,KWAMILLC18,Westfield Park,Mill Creek,AcuRite Pro Weather Center
1397,KWAMILLC16,Mill Creek Heatherwood,Mill Creek,AcuRite Pro Weather Center
1398,KWAMILLC12,Heatherwood West,Mill Creek,Davis Vantage Pro2 (Wireless)
1399,KWAMILLC11,Cherry Pond,Mill Creek,AcuRite Pro Weather Center
1400,KWAMILTO4,Upper Hylebos,Milton,AcuRite Pro Weather Center
1401,KWAMILTO7,17th Ave,Milton,AcuRite Pro Weather Center
1402,KWAMILTO6,Milton Fox Tail Farms,Milton,Bloomsky
1403,KWAMINER1,Mountain Foothills,Mineral,WMR968
1404,KWAMINER5,Mineral Creek Rd,Mineral,Davis Vantage Vue (Wireless)
1405,KWAMITCH2,Julio's Weather Station,Mitchell,LaCrosse
1406,KWAMONIT2,"Ayers Road, Monitor",Monitor,Ambient Weather WS-1001-WiFi (Wireless)
1407,KWAMONRO37,Richardson Ranch,Monroe,Ambient Weather WS-1200-IP (Wireless)
1408,KWAMONRO54,Skyview Estates,Monroe,AcuRite Pro Weather Center
1409,KWAMONRO61,Frylands,Monroe,AcuRite Pro Weather Center
1410,KWAMONRO31,The Farm at Woods Creek [Phase II],Monroe,AcuRite Pro Weather Center
1411,KWAMONRO49,Cromwell Acres,Monroe,AcuRite Pro Weather Center
1412,KWAMONRO21,Mount Forest,Monroe,Davis Vantage Pro2 Plus (Wireless)
1413,KWASNOHO2,Storm Lake Heights,Monroe,Davis Vantage Pro II
1414,KWAMONRO38,Remington Heights,Monroe,AcuRite Pro Weather Center
1415,KWAMONRO47,Ingraham Hill,Monroe,Ambient Weather WS-1001-WiFi (Wireless)
1416,KWAMONRO29,Arbor Heights,Monroe,Davis Vantage Pro2 (Wireless)
1417,KWAMONRO33,Woods Creek,Monroe,Ambient Weather WS-1400-IP (Wireless)
1418,KWAMONRO46,Old Own Rd. close to 275th,Monroe,AcuRite Pro Weather Center
1419,KWAMONRO40,94th Street Southeast,Monroe,Netatmo
1420,KWAMONRO39,Brown Road,Monroe,AcuRite Pro Weather Center
1421,KWAMONRO28,SKY VIEW,Monroe,
1422,KWAMONRO48,Running Bear,Monroe,Davis Vantage Pro2 (Cabled)
1423,KWAMONRO56,Flying Donkey Ranch,Monroe,Ambient Weather WS-1001-WiFi (Wireless)
1424,KWAMONRO64,old cherry valley rd cedar creek,Monroe,AcuRite Pro Weather Center
1425,KWAMONRO44,Running Bear off Old Owen Rd,Monroe,Ambient Weather WS-1001-WiFi (Wireless)
1426,KWAMONRO62,FirstAir Field,Monroe,AcuRite Pro Weather Center
1427,KWAMONRO24,The Farm at Woods Creek,Monroe,AcuRite Pro Weather Center
1428,KWAMONRO65,Cherry Valley,Monroe,AcuRite Pro Weather Center
1429,KWAMONRO53,Lake Kayak,Monroe,Ambient Weather WS-1001-WiFi (Wireless)
1430,KWAMONRO43,"CopperMoon, Woods Lake Road",Monroe,AcuRite Pro Weather Center
1431,KWAMONRO11,Monroe City Hall,Monroe,Davis VantagePRO
1432,KWAMONTE9,Monteview Estates,Montesano,AcuRite Pro Weather Center
1433,KWAMONTE7,Middle Satsop,Montesano,AcuRite Pro Weather Center
1434,KWAMONTE4,Schafer Boom Road,Montesano,Netatmo
1435,KWAMONTE11,Nevills Hill,Montesano,AcuRite Pro Weather Center
1436,KWAMOSES24,Wild Goose Rd,Moses Lake,Davis Vantage Vue (Wireless)
1437,KWAMOSES26,Sage Bay,Moses Lake,AcuRite Pro Weather Center
1438,KWAMOSES18,Civic Center,Moses Lake,RainWise MKIII
1439,KWAMOSES23,Moses Lake-Balsam St,Moses Lake,
1440,KWAMOSES36,Haydon,Moses Lake,AcuRite Pro Weather Center
1441,KWAMOSES37,Lower Stonecrest,Moses Lake,AcuRite Pro Weather Center
1442,KWAMOSES39,Ridgeview Estates,Moses Lake,Ambient Weather WS-1400-IP (Wireless)
1443,KWAMOSES40,Pelican Point,Moses Lake,AcuRite Pro Weather Center
1444,KWAMOSSY2,Del Ray,Mossyrock,AcuRite Pro Weather Center
1445,KWAMOUNT14,Maddox Creek,Mount Vernon,Ambient Weather WS-2090 (Wireless)
1446,KWAMOUNT62,Lake McMurray,Mount Vernon,other
1447,KWAMOUNT54,Bridgewater Estates,Mount Vernon,Davis Vantage Pro2 (Wireless)
1448,KWAMOUNT26,18th St / Fir,Mount Vernon,Ambient Weather WS-1400-IP (Wireless)
1449,KWAMOUNT66,Misty Moon Farm,Mount Vernon,AcuRite Pro Weather Center
1450,KWAMOUNT36,Near Vintage Apts,Mount Vernon,AcuRite Pro Weather Center
1451,KWAMOUNT19,Mt Vernon-2nd Ave,Mount Vernon,
1452,KWAMOUNT24,North 20th Street,Mount Vernon,Netatmo
1453,KWAMOUNT32,Sioux Drive,Mount Vernon,Netatmo
1454,KWAMOUNT34,Austin Lane,Mount Vernon,Netatmo
1455,KWAMOUNT41,Cascade Ridge Court,Mount Vernon,Davis Vantage Pro2 Plus (Wireless)
1456,KWAMOUNT53,Section,Mount Vernon,Davis Vantage Pro2 (Cabled)
1457,KWAMOUNT48,Thunderbird,Mount Vernon,AcuRite Pro Weather Center
1458,KWAMOUNT58,NE Mount Vernon,Mount Vernon,AcuRite Pro Weather Center
1459,KWAMOUNT65,LAKE CAV PARK HOA,Mount Vernon,AcuRite Pro Weather Center
1460,KWAMOUNT30,Mount Vernon,Mount Vernon,AcuRite Pro Weather Center
1461,KWAMOUNT69,North of Big Lake,Mount Vernon,AcuRite Pro Weather Center
1462,KWAMOUNT61,Fir Island West,Mount Vernon,Ambient Weather WS-1001-WiFi (Wireless)
1463,KWAMOUNT16,Lake Cavanaugh,Mount Vernon,Davis Vantage Pro2 Plus (Wireless)
1464,KWAMOUNT64,Bulson/Starbird,Mount Vernon,AcuRite Pro Weather Center
1465,KWAMOUNT60,Beaver Lake,Mount Vernon,AcuRite Pro Weather Center
1466,KWAMOUNT37,Bay View,Mount Vernon,Davis Vantage Pro2 (Wireless)
1467,KWAMOUNT18,Lynnwood-212th,Mountlake Terrace,
1468,KWAMOUNT25,46th Avenue West,Mountlake Terrace,Netatmo
1469,KWAMOUNT28,Ballinger,Mountlake Terrace,Netatmo
1470,KWAMOXEE5,Sun Valley Shooting Park,Moxee,AcuRite Pro Weather Center
1471,KWAMOXEE2,106 Grant Way Moxee WA 98936,Moxee,Davis Vantage Pro2 (Wireless)
1472,KWAMOXEE4,Deeringhoff Road,Moxee,AcuRite Pro Weather Center
1473,KWAMOXEE7,Summit,Moxee,Ambient Weather WS-800-IP
